ltmc,ltm_detail,hit_num,url,referrer,cid_v0,native_v10,user_agent_v96,clean_url_v33,mc_inst,visits,cid_v0_inst,native_v10_inst,clean_url_v33_inst
Direct,None,75,"","","",yes,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_6 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.6 Mobile/15E148 Safari/604.1",https://www.originenergy.com.au/internet/plans/,0,1,0,1,1
Origin App,None,22,https://www.originenergy.com.au/my/billing,"","",yes,"Mozilla/5.0 (Linux; Android 15; Pixel 7a Build/BP1A.250505.005.B1; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/139.0.7258.94 Mobile Safari/537.36 Mozilla/5.0 (Linux; Android 15; Pixel 7a Build/BP1A.250505.005.B1; wv) AppleWebKit/537.36 (",https://www.originenergy.com.au/my/billing/,0,1,0,1,1
Internal,originenergy:for-home:electricity-and-gas:info:find-my-distributor,28,"","","",no,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/139.0.0.0 Safari/537.36 Edg/139.0.0.0",https://www.originenergy.com.au/connect/requests/OC835840,0,1,0,1,1
Origin App,None,17,"","","",yes,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_5 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148 Mozilla/5.0 (iPhone; CPU iPhone OS 18_5 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148 odin-mobile-app",https://www.originenergy.com.au/my/make-payment/A-3ACA78B2/select-payment-method,0,1,0,1,1
Paid Search,Electricity & Gas,25,"",https://au.search.yahoo.com/,ps:re:NATBAU:gl,no,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/139.0.0.0 Safari/537.36",https://id.originenergy.com.au/login,0,1,0,1,1
Email,em:kraken:ebill,51,"","","",no,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/139.0.0.0 Mobile Safari/537.36",https://www.originenergy.com.au/pay/confirm,0,1,0,1,1
Origin App,None,16,"","","",yes,"Mozilla/5.0 (iPhone; CPU iPhone OS 16_7_11 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148 Mozilla/5.0 (iPhone; CPU iPhone OS 16_7_11 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148 odin-mobile-app",https://www.originenergy.com.au/my/disconnect/service-selector,0,1,0,1,1
Origin App,None,10,https://www.originenergy.com.au/my/billing/A-D2C317D4/summary/112775278,"","",yes,"Mozilla/5.0 (Linux; Android 12; SM-A125F Build/SP1A.210812.016; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/138.0.7204.179 Mobile Safari/537.36 odin-mobile-app",https://www.originenergy.com.au/my/billing/A-D2C317D4/summary/112775278,0,1,0,1,1
Origin App,None,11,"","","",yes,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_6 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148 Mozilla/5.0 (iPhone; CPU iPhone OS 18_6 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148 odin-mobile-app",https://www.originenergy.com.au/my/make-payment/A-66CFDE3E/confirm,0,1,0,1,1
Paid Search,Electricity & Gas,12,"",https://www.google.com/,ps:re:duelcorebaufy250208:gl,no,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/139.0.0.0 Mobile Safari/537.36",https://id.originenergy.com.au/login,0,1,0,1,1
Natural Search,n:Google:::empty::,15,"","",ps:re:NATBAU:gl,no,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/139.0.0.0 Mobile Safari/537.36",https://www.originenergy.com.au/my/service/electricity/17099850/plan,0,1,0,1,1
Origin App,None,22,https://www.originenergy.com.au/my/billing,"","",yes,"Mozilla/5.0 (Linux; Android 14; RMX3392 Build/UKQ1.230924.001; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/138.0.7204.179 Mobile Safari/537.36 Mozilla/5.0 (Linux; Android 14; RMX3392 Build/UKQ1.230924.001; wv) AppleWebKit/537.36 (KHTML,",https://www.originenergy.com.au/my/billing/,0,1,0,1,1
Paid Search,Solar,10,"","","",yes,Mozilla/5.0 (Linux; U; Android 12; en-AU; SM-N970F Build/SP1A.210812.016),"",0,1,0,1,0
Email,em:kr:bz:res:nat:onboarding:mar:sf:standard:mr:Jun23:2022,10,"","","",yes,Mozilla/5.0 (iPhone; CPU OS 18_6 like Mac OS X; en-US),"",0,2,0,1,0
Origin App,None,13,"","","",yes,"Mozilla/5.0 (Linux; Android 16; Pixel 8 Build/BP2A.250805.005; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/139.0.7258.94 Mobile Safari/537.36 Mozilla/5.0 (Linux; Android 16; Pixel 8 Build/BP2A.250805.005; wv) AppleWebKit/537.36 (KHTML, l",https://www.originenergy.com.au/my/payment-settings/method/ineligible,0,1,0,1,1
Email,em:kraken:ebill,14,"","",em:kr:ser:all:nov24:ebill,no,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/139.0.0.0 Safari/537.36",https://www.originenergy.com.au/my/usage,0,1,0,1,1
Origin App,None,7,"","","",yes,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_6 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148 Mozilla/5.0 (iPhone; CPU iPhone OS 18_6 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148 odin-mobile-app",https://www.originenergy.com.au/my/make-payment/A-8094235F/select-payment-method,0,1,0,1,1
Natural Search,n:Google:::empty::,9,"","","",yes,"Mozilla/5.0 (Linux; Android 14; CPH2173 Build/UKQ1.230924.001; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/139.0.7258.94 Mobile Safari/537.36 Mozilla/5.0 (Linux; Android 14; CPH2173 Build/UKQ1.230924.001; wv) AppleWebKit/537.36 (KHTML, l",https://www.originenergy.com.au/my/,0,1,0,1,1
Natural Search,n:Microsoft Bing:::empty::,117,"","","",no,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/139.0.0.0 Safari/537.36 Edg/139.0.0.0",https://www.originenergy.com.au/help-support/billing-and-payments/payment-plans/types-of-payment-plans,0,1,0,1,1
Social Networks,www.originenergy.com.au,1,https://www.originenergy.com.au/buying-guides/solar-batteries,"",sc:re:electrify_battery_consideration_vid12707:mt,no,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_6_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/22G90 [FBAN/FBIOS;FBAV/525.0.0.53.107;FBBV/774177433;FBDV/iPhone14,5;FBMD/iPhone;FBSN/iOS;FBSV/18.6.1;FBSS/3;FBID/phone;FBLC/en_GB;FBOP/5;FBRV/7784293",https://www.originenergy.com.au/buying-guides/solar-batteries/,1,1,1,1,1
Internal,originenergy:my-account:login:error,31,https://id.originenergy.com.au/login,"","",no,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_5_0 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) GSA/382.0.794785026 Mobile/15E148 Safari/604.1",https://id.originenergy.com.au/login,0,1,0,1,1
Internal,originenergy:campaign:buying-group:commbank-yello,1,https://www.originenergy.com.au/campaign/buying-group/commbank-yello,"","",no,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_5_0 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) CriOS/136.0.7103.91 Mobile/15E148 Safari/604.1",https://www.originenergy.com.au/campaign/buying-group/commbank-yello/,0,1,0,1,1
Origin App,None,13,"","","",yes,"Mozilla/5.0 (Linux; Android 15; SM-S921B Build/AP3A.240905.015.A2; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/139.0.7258.94 Mobile Safari/537.36 Mozilla/5.0 (Linux; Android 15; SM-S921B Build/AP3A.240905.015.A2; wv) AppleWebKit/537.36 (",https://www.originenergy.com.au/my/payment-settings,0,1,0,1,1
Origin App,None,15,https://www.originenergy.com.au/help-support,"","",yes,"Mozilla/5.0 (Linux; Android 15; SM-S721B Build/AP3A.240905.015.A2; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/138.0.7204.179 Mobile Safari/537.36 Mozilla/5.0 (Linux; Android 15; SM-S721B Build/AP3A.240905.015.A2; wv) AppleWebKit/537.36",https://www.originenergy.com.au/help-support,0,1,0,1,1
Origin App,None,4,"","","",yes,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_5 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148 Mozilla/5.0 (iPhone; CPU iPhone OS 18_5 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148 odin-mobile-app",https://www.originenergy.com.au/my/billing/A-37057CB5/summary/105277695,0,1,0,1,1
Origin App,None,10,https://www.originenergy.com.au/my/make-payment/A-CE96F0B3/confirm,"","",yes,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_6_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148 Mozilla/5.0 (iPhone; CPU iPhone OS 18_6_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148 odin-mobile-app",https://www.originenergy.com.au/my/make-payment/A-CE96F0B3/confirm,0,1,0,1,1
Natural Search,n:Microsoft Bing:::empty::,51,https://www.originenergy.com.au/lpg/order,https://www.bing.com/,"",no,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/139.0.0.0 Safari/537.36 Edg/139.0.0.0",https://www.originenergy.com.au/lpg/order,0,1,0,1,1
Email,em:kr:ser:any:nov24:ebill,12,https://id.originenergy.com.au/login,"",web:hs:ser:res:sep24,no,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.14 Safari/605.1.15",https://id.originenergy.com.au/login,0,1,1,1,1
Paid Search,Internet,11,"",https://www.google.com/,ps:re:winternet100credit2107:pm,no,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/138.0.0.0 Safari/537.36",https://www.originenergy.com.au/electricity-gas/,0,1,0,1,1
Origin App,None,12,https://www.originenergy.com.au/help-support,"","",yes,"Mozilla/5.0 (iPhone; CPU iPhone OS 17_7_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148 Mozilla/5.0 (iPhone; CPU iPhone OS 17_7_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148 odin-mobile-app",https://www.originenergy.com.au/help-support,0,1,0,1,1
Internal,originenergy:connect:login:callback,36,"","","",no,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/139.0.0.0 Safari/537.36 Edg/139.0.0.0",https://www.originenergy.com.au/connect/requests/OC967125,0,1,0,1,1
Origin App,None,14,"","","",yes,"Mozilla/5.0 (Linux; Android 13; P503 Build/TP1A.220624.014; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/138.0.7204.179 Mobile Safari/537.36 Mozilla/5.0 (Linux; Android 13; P503 Build/TP1A.220624.014; wv) AppleWebKit/537.36 (KHTML, like G",https://www.originenergy.com.au/my/make-payment/A-584B99FE/confirm,0,1,0,1,1
Natural Search,n:Google:::empty::,15,https://www.originenergy.com.au/my,"","",no,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/138.0.0.0 Safari/537.36",https://www.originenergy.com.au/my/,0,1,0,1,1
Origin App,None,50,https://www.originenergy.com.au/my/auth-change-plan,"","",yes,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_6 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148 Mozilla/5.0 (iPhone; CPU iPhone OS 18_6 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148 odin-mobile-app",https://www.originenergy.com.au/my/auth-change-plan,0,1,0,1,1
Paid Search,Internet,17,"",https://www.google.com/,ps:re:winternet100credit2107:pm,no,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.5 Safari/605.1.15",https://www.originenergy.com.au/electricity-gas/origin-essentials-bundle/,0,1,0,1,1
Paid Search,Electricity & Gas,7,"",https://www.google.com/,ps:re:duelcorebaufy250208:gl,no,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/139.0.0.0 Safari/537.36",https://www.originenergy.com.au/my/reward/offer/iconic_25,0,1,0,1,1
Origin App,None,39,https://www.originenergy.com.au/my/billing/A-47AD2A49/summary/105174225,"","",yes,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_3_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148 Mozilla/5.0 (iPhone; CPU iPhone OS 18_3_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148 odin-mobile-app",https://www.originenergy.com.au/my/billing/A-47AD2A49/summary/105174225,0,1,0,1,1
Origin App,None,13,"","","",yes,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_6_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148 Mozilla/5.0 (iPhone; CPU iPhone OS 18_6_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148 odin-mobile-app",https://www.originenergy.com.au/my/make-payment/A-FD1C2912/success,0,1,0,1,1
Origin App,None,35,https://www.originenergy.com.au/my/renew-plan/confirmation,"","",yes,"Mozilla/5.0 (Linux; Android 15; SM-S921B Build/AP3A.240905.015.A2; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/139.0.7258.94 Mobile Safari/537.36 Mozilla/5.0 (Linux; Android 15; SM-S921B Build/AP3A.240905.015.A2; wv) AppleWebKit/537.36 (",https://www.originenergy.com.au/my/renew-plan/confirmation,0,1,0,1,1
Paid Search,Electricity & Gas,27,"",https://www.google.com/,ps:re:NATBAU:gl,no,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/139.0.0.0 Safari/537.36",https://www.originenergy.com.au/help-support/billing-and-payments,0,1,0,1,1
Origin App,None,9,"","","",yes,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_6_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148 Mozilla/5.0 (iPhone; CPU iPhone OS 18_6_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148 odin-mobile-app",https://www.originenergy.com.au/my/make-payment/A-9EE4C72F/select-payment-method,0,1,0,1,1
Internal,originenergy:campaign:buying-group:commbank-yello-diamond,7,"","","",no,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_6 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/26.0 Mobile/15E148 Safari/604.1",https://www.originenergy.com.au/campaign/buying-group/commbank-yello-diamond/,0,1,0,1,1
Origin App,None,55,"","","",yes,Mozilla/5.0 (Linux; U; Android 15; en-AU; SM-F741B Build/AP3A.240905.015.A2),"",0,1,0,1,0
Internal,originenergy:my-account-setup,12,"","","",no,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/139.0.0.0 Mobile Safari/537.36",https://id.originenergy.com.au/login,0,1,0,1,1
Origin App,None,110,https://www.originenergy.com.au/my/billing,"","",yes,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_6_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148 Mozilla/5.0 (iPhone; CPU iPhone OS 18_6_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148 odin-mobile-app",https://www.originenergy.com.au/my/billing/,0,1,0,1,1
Email,em:kr:ser:res:sep24:PAYMENT-SCHEDULED,43,"","",em:kr:ser:res:sep24:PAYMENT-SCHEDULED,yes,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_6_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148 Mozilla/5.0 (iPhone; CPU iPhone OS 18_6_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148 odin-mobile-app",https://www.originenergy.com.au/my/,0,1,0,1,1
Origin App,None,10,https://www.originenergy.com.au/my/make-payment/A-5331BE4F/confirm,"","",yes,"Mozilla/5.0 (iPhone; CPU iPhone OS 17_6_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148 Mozilla/5.0 (iPhone; CPU iPhone OS 17_6_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148 odin-mobile-app",https://www.originenergy.com.au/my/make-payment/A-5331BE4F/confirm,0,1,0,1,1
Paid Search,Electricity & Gas,129,"",https://www.google.com/,ps:re:NATBAU:gl,no,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_5_0 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) CriOS/139.0.7258.76 Mobile/15E148 Safari/604.1",https://www.originenergy.com.au/sign-up/ces/property-details,0,1,0,1,1
Natural Search,n:Google:::empty::,17,"","","",no,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.6 Safari/605.1.15",https://www.originenergy.com.au/,0,1,0,1,1
Paid Search,Internet,7,https://www.originenergy.com.au/my/disconnect/service-selector,"",ps:re:winternet100credit2107:pm,no,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/139.0.0.0 Mobile Safari/537.36",https://www.originenergy.com.au/my/disconnect/service-selector,0,1,0,1,1
Origin App,None,32,"","","",yes,"Mozilla/5.0 (Linux; Android 15; PTP-AN70 Build/HONORPTP-AN70; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/139.0.7258.94 Mobile Safari/537.36 Mozilla/5.0 (Linux; Android 15; PTP-AN70 Build/HONORPTP-AN70; wv) AppleWebKit/537.36 (KHTML, lik",https://www.originenergy.com.au/my/usage,0,1,0,1,1
Direct,None,11,"","","",yes,Mozilla/5.0 (iPhone; CPU OS 18_5 like Mac OS X; en-SG),"",0,1,0,1,0
Internal,originenergy:my-account-setup,7,"","","",no,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/139.0.0.0 Safari/537.36",https://www.originenergy.com.au/electricity-gas/,0,1,0,1,1
Paid Search,Electricity & Gas,129,https://id.originenergy.com.au/login,https://www.google.com/,ps:re:NATBAU:gl,no,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/139.0.0.0 Safari/537.36",https://id.originenergy.com.au/login,0,1,0,1,1
Natural Search,n:Google:::empty::,31,"",https://www.google.com/,ps:re:fy25-ph2-winter1806:pm,no,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/139.0.0.0 Safari/537.36",https://www.originenergy.com.au/,0,1,0,1,1
Origin App,None,8,"","","",yes,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_6_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148 Mozilla/5.0 (iPhone; CPU iPhone OS 18_6_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148 odin-mobile-app",https://www.originenergy.com.au/my/make-payment/A-7E0C34A2/confirm,0,1,0,1,1
Origin App,None,81,"","","",yes,"Mozilla/5.0 (Linux; Android 14; SM-S928B Build/UP1A.231005.007; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/138.0.7204.179 Mobile Safari/537.36 Mozilla/5.0 (Linux; Android 14; SM-S928B Build/UP1A.231005.007; wv) AppleWebKit/537.36 (KHTML",https://www.originenergy.com.au/my/billing/,0,1,0,1,1
Origin App,None,20,"","","",yes,"Mozilla/5.0 (iPhone; CPU iPhone OS 17_1_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148 Mozilla/5.0 (iPhone; CPU iPhone OS 17_1_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148 odin-mobile-app",https://www.originenergy.com.au/my/reward/rewards-and-offers,0,1,0,1,1
Email,em:kraken:ebill,17,"","","",no,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_6_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.6 Mobile/15E148 Safari/604.1",https://www.originenergy.com.au/my/payment-extension/A-10B0EAD3/select-due-date,0,1,0,1,1
Paid Search,LPG,25,"",https://www.google.com/,ps:re:fy25-ph2-winter1806:pm,no,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_5 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.5 Mobile/15E148 Safari/604.1",https://www.originenergy.com.au/sign-up/lpg/billing-details,0,1,0,1,1
Origin App,None,11,"","","",yes,"Mozilla/5.0 (Linux; Android 16; Pixel 6a Build/BP2A.250705.008.A1; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/139.0.7258.94 Mobile Safari/537.36 Mozilla/5.0 (Linux; Android 16; Pixel 6a Build/BP2A.250705.008.A1; wv) AppleWebKit/537.36 (",https://www.originenergy.com.au/my/billing/A-690F525D/summary/107973807,0,1,0,1,1
Referring Domains,googleads.g.doubleclick.net,3,"",https://googleads.g.doubleclick.net/,"",no,"Mozilla/5.0 (Linux; Android 12; SM-G970U) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/96.0.4664.61 Mobile Safari/537.36",https://www.originenergy.com.au/origin-loop/electric-vehicle-charging/ev-power-up/,0,1,0,1,1
Paid Search,Electricity & Gas,8,"","","",yes,"Mozilla/5.0 (Linux; Android 15; SM-F731B Build/AP3A.240905.015.A2; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/139.0.7258.94 Mobile Safari/537.36 Mozilla/5.0 (Linux; Android 15; SM-F731B Build/AP3A.240905.015.A2; wv) AppleWebKit/537.36 (",https://www.originenergy.com.au/my/,0,1,0,1,1
Origin App,None,6,"","","",yes,Mozilla/5.0 (Linux; U; Android 15; en-AU; moto g54 5G Build/V1TDS35H.83-20-5-3),"",0,1,0,1,0
Internal,originenergy:pay:select-contract-account,10,"","","",no,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) SamsungBrowser/28.0 Chrome/130.0.0.0 Mobile Safari/537.36",https://www.originenergy.com.au/pay/confirm,0,1,0,1,1
Origin App,None,14,"","","",yes,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_6 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148 Mozilla/5.0 (iPhone; CPU iPhone OS 18_6 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148 odin-mobile-app",https://www.originenergy.com.au/my/make-payment/A-C23586AB/confirm,0,1,0,1,1
Origin App,None,4,"","","",yes,Mozilla/5.0 (Linux; U; Android 9; en-AU; LM-X430 Build/PKQ1.190522.001),"",0,1,0,1,0
Natural Search,n:Google:::empty::,10,https://www.originenergy.com.au/electricity-gas,https://www.google.com/,"",no,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_6_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.6 Mobile/15E148 Safari/604.1",https://www.originenergy.com.au/electricity-gas/,0,1,0,1,1
Origin App,None,45,"","","",yes,"Mozilla/5.0 (Linux; Android 16; SM-F966B Build/BP2A.250605.031.A3; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/138.0.7204.179 Mobile Safari/537.36 Mozilla/5.0 (Linux; Android 16; SM-F966B Build/BP2A.250605.031.A3; wv) AppleWebKit/537.36",https://www.originenergy.com.au/my/,0,1,0,1,1
Natural Search,n:Google - Australia:::empty::,62,"","",ps:re:generic_g,no,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/139.0.0.0 Safari/537.36 Edg/139.0.0.0",https://www.originenergy.com.au/my/usage,0,1,0,1,1
Internal,originenergy:for-home:change-name,5,"","","",no,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_6_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.6 Mobile/15E148 Safari/604.1",https://www.originenergy.com.au/for-home/change-name/,0,1,0,1,1
Offline (Vanity url),vt:re:buildingindustry,34,"","","",no,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/139.0.0.0 Safari/537.36 Edg/139.0.0.0",https://www.originenergy.com.au/connect/requests/OC967185,0,1,0,1,1
SMS / Push,sms:tw:ser:res:nov24:obivrpay,11,"","",sms:tw:ser:res:nov24:obivrpay,no,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_6_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.6 Mobile/15E148 Safari/604.1",https://www.originenergy.com.au/pay/confirm,0,1,0,1,1
Direct,originenergy:my-account:login:success,12,"","","",no,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/139.0.0.0 Safari/537.36",https://www.originenergy.com.au/my/disconnect,0,1,0,1,1
Paid Search,Electricity & Gas,59,"",https://www.google.com/,ps:re:NATBAU:gl,no,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.4.1 Safari/605.1.15",https://www.originenergy.com.au/electricity-gas/plans.html,0,1,0,1,1
Internal,originenergy:pay:lpg,39,https://www.originenergy.com.au/my/service/lpg/1008009662/order/success,"","",no,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_6_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.6 Mobile/15E148 Safari/604.1",https://www.originenergy.com.au/my/service/lpg/1008009662/order/success,0,1,0,1,1
Origin App,None,29,https://www.originenergy.com.au/for-home/lpg/using-lpg/gas-bottle-exchange,android-app://com.originmobileapp/,"",no,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/139.0.0.0 Mobile Safari/537.36 EdgA/139.0.0.0",https://www.originenergy.com.au/for-home/lpg/using-lpg/gas-bottle-exchange/,0,1,0,1,1
Paid Search,Electricity & Gas,34,https://www.originenergy.com.au/my/auth-change-plan,https://www.google.com/,ps:re:NATBAU:gl,no,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/139.0.0.0 Safari/537.36",https://www.originenergy.com.au/my/auth-change-plan,0,1,0,1,1
